id,nombre,apellido,email,sexo,dimensions,requirements,latitude,longitude
533,Eward,Hillan,ehillanes@theglobeandmail.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":9}]",-23.8879561,35.3959879
534,Samara,Biddell,sbiddellet@ask.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":2}]",39.1285479,-9.0355159
535,Rob,Jeckell,rjeckelleu@soundcloud.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":6}]",-27.1886944,26.9528629
536,Isaac,Collough,icolloughev@imageshack.us,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":1}]",18.4500491,-70.0007511
537,Briny,Stot,bstotew@google.nl,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":7}]",-21.7972251,-50.879763
538,Guilbert,Aggas,gaggasex@statcounter.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5}]",51.3309754,19.3744004
539,Bethanne,Webben,bwebbeney@nature.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":1}]",50.756497,21.8951181
540,Nathanael,Torresi,ntorresiez@cornell.edu,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5}]",46.8700877,43.0650548
541,Benedikta,Drummer,bdrummerf0@prnewswire.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7}]",27.791959,-82.723924
542,Cletis,Downe,cdownef1@privacy.gov.au,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":7}]",45.2671352,19.8335496
543,Basilius,Gourley,bgourleyf2@360.cn,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":4}]",39.2363803,-9.264704
544,Ediva,Leek,eleekf3@last.fm,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":3}]",34.073572,100.695534
545,Benito,Gomersal,bgomersalf4@fda.gov,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":6}]",50.367353,127.3305
546,Veronique,Mishow,vmishowf5@ovh.net,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":4}]",-8.4388642,-77.3205965
547,Brett,Irnys,birnysf6@spotify.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":4}]",-7.5874497,110.7420464
548,Alexei,Dibner,adibnerf7@amazon.de,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":5}]",13.9123164,120.8483007
549,Lena,Seviour,lseviourf8@intel.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":3}]",53.6557845,41.6873842
550,Pyotr,Brummell,pbrummellf9@jigsy.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":5}]",40.130347,116.65465
551,Anson,Waycot,awaycotfa@noaa.gov,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":8}]",35.86166,104.195397
552,Francisca,Sandes,fsandesfb@guardian.co.uk,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":4}]",22.533012,113.930475
553,Rania,Stoving,rstovingfc@fastcompany.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":2}]",-7.8626843,-35.5907317
554,Percy,Grahlman,pgrahlmanfd@goo.ne.jp,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6}]",58.7500889,16.8539366
555,Matty,Loughton,mloughtonfe@senate.gov,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":4}]",51.8796,4.5059
556,Kitti,Dallemore,kdallemoreff@netvibes.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":2}]",-8.7597358,120.9905
557,Alain,McLarty,amclartyfg@icq.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":6}]",52.913784,-0.445788
558,Weylin,Bouch,wbouchfh@gov.uk,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":9}]",-8.298138,111.4812472
559,Fitz,Volk,fvolkfi@go.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":9}]",-6.6328316,111.1041635
560,Tomasine,Schowenburg,tschowenburgfj@tamu.edu,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":3}]",51.2253204,20.1634178
561,Fredek,Penhale,fpenhalefk@uol.com.br,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":6}]",43.0745339,-89.3805579
562,Mickie,Cullnean,mcullneanfl@hhs.gov,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2}]",-30.6978944,-70.9586889
563,Aylmar,Roseburgh,aroseburghfm@exblog.jp,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":1}]",-28.9427186,-51.5507365
564,Orelia,Beamand,obeamandfn@cornell.edu,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":6}]",-7.0631844,107.7843483
565,Allys,Lyman,alymanfo@intel.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":4}]",23.7221111,-15.9347384
566,Ingram,Jostan,ijostanfp@techcrunch.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":9}]",46.6523173,16.2030722
567,Celina,Sowerby,csowerbyfq@salon.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":8}]",30.368126,102.814531
568,Albrecht,Petyakov,apetyakovfr@narod.ru,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":5}]",23.0886013,113.2446381
569,Skip,Wixey,swixeyfs@dailymail.co.uk,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":7},{""name"":""casco"",""score"":4}]",37.865759,27.345742
570,Tabby,Guillon,tguillonft@plala.or.jp,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":4}]",41.946541,-8.5374197
571,Jess,Eingerfield,jeingerfieldfu@msn.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":4}]",37.7467263,126.4878731
572,Davidson,Irlam,dirlamfv@google.de,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":4}]",27.602752,107.709916
573,Bondie,Longdon,blongdonfw@studiopress.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":8}]",44.31681,-79.88295
574,Jaclyn,Bess,jbessfx@google.pl,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":4}]",26.05045,118.775821
575,Booth,Menzies,bmenziesfy@stumbleupon.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":7}]",38.290338,-8.2274142
576,Gottfried,Toft,gtoftfz@ox.ac.uk,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4}]",11.463645,122.7992318
577,Aloin,Risbridge,arisbridgeg0@google.es,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":7}]",-8.2247589,112.5781478
578,Guillemette,Emps,gempsg1@fotki.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":4}]",20.9064323,-97.6738023
579,Gavan,Halliday,ghallidayg2@gnu.org,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":1}]",-6.6,-78.016667
580,Karil,Castellanos,kcastellanosg3@china.com.cn,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":7}]",-6.1418556,106.8281623
581,Colby,Mantione,cmantioneg4@adobe.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":8}]",22.266978,113.502213
582,Ofella,Klug,oklugg5@timesonline.co.uk,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":2}]",32.085484,112.124371
583,Chloris,Chopin,cchoping6@merriam-webster.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":3}]",54.0541924,17.5871593
584,Nicko,Kingsland,nkingslandg7@hatena.ne.jp,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":2}]",5.5050681,-54.0793451
585,Vernor,Storms,vstormsg8@taobao.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1}]",3.0100681,101.5326734
586,Clerc,Pachmann,cpachmanng9@gov.uk,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":10}]",60.145521,16.17123
587,Brook,Cheyne,bcheynega@goo.ne.jp,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":10}]",16.8991985,121.7075195
588,Marga,Beven,mbevengb@ucoz.ru,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":5}]",23.736457,107.998149
589,Colman,Maton,cmatongc@slashdot.org,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":8}]",49.325426,17.1732655
590,Kim,Gelland,kgellandgd@desdev.cn,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":10}]",-29.4484468,-66.8679635
591,Clio,De Blasio,cdeblasioge@mlb.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":10}]",13.9497515,-88.63499
592,Amandie,Bibbie,abibbiegf@joomla.org,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":4}]",36.9382393,136.8170714
